iid1	iid2	chr	start	end	sum_IBD>8
FAM001_ID001	I0057	7	137356651	146910565	1531.2265277462056
FAM001_ID001	I0057	7	151104973	159119486	1531.2265277462056
FAM001_ID001	I0057	8	4213183	25459001	1531.2265277462056
FAM001_ID001	I0057	8	26844269	31544898	1531.2265277462056
FAM001_ID001	I0057	8	56847034	93493586	1531.2265277462056
FAM001_ID001	I0057	8	94915411	118296603	1531.2265277462056
FAM001_ID001	I0057	8	120515348	126762263	1531.2265277462056
FAM001_ID001	I0057	8	132360032	136748778	1531.2265277462056
FAM001_ID001	I0057	8	137545522	144077253	1531.2265277462056
FAM001_ID001	I0057	9	212761	17795838	1531.2265277462056
FAM001_ID001	I0057	9	24472689	28775262	1531.2265277462056
FAM001_ID001	I0057	9	74092225	79515295	1531.2265277462056
FAM001_ID001	I0057	9	80283930	94333889	1531.2265277462056
FAM001_ID001	I0057	9	104781994	141027939	1531.2265277462056
FAM001_ID001	I0057	10	175653	3982319	1531.2265277462056
FAM001_ID001	I0057	10	5396072	13443995	1531.2265277462056
FAM001_ID001	I0057	10	24657543	49818668	1531.2265277462056
FAM001_ID001	I0057	10	50467685	65941424	1531.2265277462056
FAM001_ID001	I0057	10	72891320	80066799	1531.2265277462056
FAM001_ID001	I0057	10	80612664	105244565	1531.2265277462056
FAM001_ID001	I0057	10	115139020	129132502	1531.2265277462056
FAM001_ID001	I0057	10	130349382	132897301	1531.2265277462056
FAM001_ID001	I0057	11	1059587	10228809	1531.2265277462056
FAM001_ID001	I0057	11	13230924	62200369	1531.2265277462056
FAM001_ID001	I0057	11	62810617	86297189	1531.2265277462056
FAM001_ID001	I0057	11	94688937	106652843	1531.2265277462056
FAM001_ID001	I0057	11	111346465	117100594	1531.2265277462056
FAM001_ID001	I0057	11	117649675	134942543	1531.2265277462056
FAM001_ID001	I0057	12	2882250	25652442	1531.2265277462056
FAM001_ID001	I0057	12	33701166	58907826	1531.2265277462056
FAM001_ID001	I0057	12	71015939	77797318	1531.2265277462056
FAM001_ID001	I0057	12	95234278	114102782	1531.2265277462056
FAM001_ID001	I0057	12	117869669	133810286	1531.2265277462056
FAM001_ID001	I0057	13	21036921	44482204	1531.2265277462056
FAM001_ID001	I0057	13	57118236	79243336	1531.2265277462056
FAM001_ID001	I0057	13	95087535	115103150	1531.2265277462056
FAM001_ID001	I0057	14	20712322	38483515	1531.2265277462056
FAM001_ID001	I0057	14	53796608	62505440	1531.2265277462056
FAM001_ID001	I0057	14	71620032	89247319	1531.2265277462056
FAM001_ID001	I0057	14	90531792	94551797	1531.2265277462056
FAM001_ID001	I0057	14	95469906	107287663	1531.2265277462056
FAM001_ID001	I0057	15	23648792	44237755	1531.2265277462056
FAM001_ID001	I0057	15	48520590	93353353	1531.2265277462056
FAM001_ID001	I0057	15	93654673	101794633	1531.2265277462056
FAM001_ID001	I0057	16	873448	6214147	1531.2265277462056
FAM001_ID001	I0057	16	6447771	20954719	1531.2265277462056
FAM001_ID001	I0057	16	22831458	29025978	1531.2265277462056
FAM001_ID001	I0057	16	55033694	58239558	1531.2265277462056
FAM001_ID001	I0057	16	58688876	65133617	1531.2265277462056
FAM001_ID001	I0057	16	76406953	79881386	1531.2265277462056
FAM001_ID001	I0057	16	83861712	86814746	1531.2265277462056
FAM001_ID001	I0057	17	1612199	32047491	1531.2265277462056
FAM001_ID001	I0057	17	32851267	50174076	1531.2265277462056
FAM001_ID001	I0057	17	53022049	62056610	1531.2265277462056
FAM001_ID001	I0057	17	65462795	75437755	1531.2265277462056
FAM001_ID001	I0057	17	76637906	80986816	1531.2265277462056
FAM001_ID001	I0057	18	2917152	9400422	1531.2265277462056
FAM001_ID001	I0057	18	19993920	25235450	1531.2265277462056
FAM001_ID001	I0057	18	25928664	45713261	1531.2265277462056
FAM001_ID001	I0057	18	61824517	70314855	1531.2265277462056
FAM001_ID001	I0057	18	74332931	76435403	1531.2265277462056
FAM001_ID001	I0057	19	1922599	6564673	1531.2265277462056
FAM001_ID001	I0057	19	6827110	21800917	1531.2265277462056
FAM001_ID001	I0057	19	28960065	35775441	1531.2265277462056
FAM001_ID001	I0057	19	39252238	50775742	1531.2265277462056
FAM001_ID001	I0057	19	51415150	56517389	1531.2265277462056
FAM001_ID001	I0057	20	6862289	11242478	1531.2265277462056
FAM001_ID001	I0057	20	44167244	60373664	1531.2265277462056
FAM001_ID001	I0057	21	15454659	24909647	1531.2265277462056
FAM001_ID001	I0057	21	28717815	48100155	1531.2265277462056
FAM001_ID001	I0057	22	17393239	20985012	1531.2265277462056
FAM001_ID001	I0057	22	25448604	33967686	1531.2265277462056
FAM001_ID001	I0057	22	34904107	51178090	1531.2265277462056
FAM001_ID001	I0013	1	3681831	8200690	1506.232631743656
FAM001_ID001	I0013	1	18874253	22737946	1506.232631743656
FAM001_ID001	I0013	1	35428428	43941927	1506.232631743656
FAM001_ID001	I0013	1	48003121	63452789	1506.232631743656
FAM001_ID001	I0013	1	96647642	104890559	1506.232631743656
FAM001_ID001	I0013	1	106647108	112103480	1506.232631743656
FAM001_ID001	I0013	1	119446710	147382550	1506.232631743656
FAM001_ID001	I0013	1	162007280	166832809	1506.232631743656
FAM001_ID001	I0013	1	210659966	217005218	1506.232631743656
FAM001_ID001	I0013	1	227697381	232948148	1506.232631743656
FAM001_ID001	I0013	1	233464877	236265665	1506.232631743656
FAM001_ID001	I0013	1	240303322	246586841	1506.232631743656
FAM001_ID001	I0013	2	5167107	10241915	1506.232631743656
FAM001_ID001	I0013	2	68997816	81086698	1506.232631743656
FAM001_ID001	I0013	2	107877680	115303050	1506.232631743656
FAM001_ID001	I0013	2	117405773	124148132	1506.232631743656
FAM001_ID001	I0013	2	129211017	134833871	1506.232631743656
FAM001_ID001	I0013	2	191974435	200313323	1506.232631743656
FAM001_ID001	I0013	2	220921082	227958469	1506.232631743656
FAM001_ID001	I0013	2	229241233	234221935	1506.232631743656
FAM001_ID001	I0013	2	235375794	239950995	1506.232631743656
FAM001_ID001	I0013	3	2080561	3958822	1506.232631743656
FAM001_ID001	I0013	3	5069843	7990011	1506.232631743656
FAM001_ID001	I0013	3	32119447	43695469	1506.232631743656
FAM001_ID001	I0013	3	70329458	74321141	1506.232631743656
FAM001_ID001	I0013	3	121767054	127707458	1506.232631743656
FAM001_ID001	I0013	3	134667748	157536488	1506.232631743656
FAM001_ID001	I0013	3	171041464	179472868	1506.232631743656
FAM001_ID001	I0013	3	184322950	190223505	1506.232631743656
FAM001_ID001	I0013	4	3067705	11767121	1506.232631743656
FAM001_ID001	I0013	4	15532864	34484035	1506.232631743656
FAM001_ID001	I0013	4	40658559	53879152	1506.232631743656
FAM001_ID001	I0013	4	61591391	72935286	1506.232631743656
FAM001_ID001	I0013	4	76780943	85380413	1506.232631743656
FAM001_ID001	I0013	4	118497403	129459625	1506.232631743656
FAM001_ID001	I0013	4	133635449	140969837	1506.232631743656
FAM001_ID001	I0013	4	146341972	167571068	1506.232631743656
FAM001_ID001	I0013	4	174062064	178146619	1506.232631743656
FAM001_ID001	I0013	4	181945567	186834369	1506.232631743656
FAM001_ID001	I0013	4	187199497	190897284	1506.232631743656
FAM001_ID001	I0013	5	1388625	5972299	1506.232631743656
FAM001_ID001	I0013	5	8591159	12443874	1506.232631743656
FAM001_ID001	I0013	5	66160891	71471713	1506.232631743656
FAM001_ID001	I0013	5	80508670	95324375	1506.232631743656
FAM001_ID001	I0013	5	97819367	110457983	1506.232631743656
FAM001_ID001	I0013	5	140232346	147177325	1506.232631743656
FAM001_ID001	I0013	5	160747987	169268191	1506.232631743656
FAM001_ID001	I0013	5	173852864	178270810	1506.232631743656
FAM001_ID001	I0013	6	972155	5737122	1506.232631743656
FAM001_ID001	I0013	6	21116900	24950829	1506.232631743656
FAM001_ID001	I0013	6	47312531	56202243	1506.232631743656
FAM001_ID001	I0013	6	109011327	130000228	1506.232631743656
FAM001_ID001	I0013	6	130941233	137452908	1506.232631743656
FAM001_ID001	I0013	6	148447884	157782935	1506.232631743656
FAM001_ID001	I0013	6	165180463	170909002	1506.232631743656
FAM001_ID001	I0013	7	7455117	10126162	1506.232631743656
FAM001_ID001	I0013	7	38613831	45251962	1506.232631743656
FAM001_ID001	I0013	7	70793712	77663180	1506.232631743656
FAM001_ID001	I0013	7	81296382	89564164	1506.232631743656
FAM001_ID001	I0013	7	98288283	106051417	1506.232631743656
FAM001_ID001	I0013	7	112276681	126827871	1506.232631743656
FAM001_ID001	I0013	7	129196392	137976205	1506.232631743656
FAM001_ID001	I0013	7	138766577	146910565	1506.232631743656
FAM001_ID001	I0013	7	150774308	156102061	1506.232631743656
FAM001_ID001	I0013	8	226670	3141219	1506.232631743656
FAM001_ID001	I0013	8	5555798	22950389	1506.232631743656
FAM001_ID001	I0013	8	24869436	53069000	1506.232631743656
FAM001_ID001	I0013	8	53579554	103808651	1506.232631743656
FAM001_ID001	I0013	8	105252879	120044829	1506.232631743656
FAM001_ID001	I0013	8	125859318	131553214	1506.232631743656
FAM001_ID001	I0013	8	136036846	146296414	1506.232631743656
FAM001_ID001	I0013	9	223332	17512138	1506.232631743656
FAM001_ID001	I0013	9	19740463	25938342	1506.232631743656
FAM001_ID001	I0013	9	27836571	107576656	1506.232631743656
FAM001_ID001	I0013	9	109291661	141027939	1506.232631743656
FAM001_ID001	I0013	10	394714	4085382	1506.232631743656
FAM001_ID001	I0013	10	5735648	17001204	1506.232631743656
FAM001_ID001	I0013	10	24636556	73509465	1506.232631743656
FAM001_ID001	I0013	10	84931493	114549196	1506.232631743656
FAM001_ID001	I0013	10	115856818	135053413	1506.232631743656
FAM001_ID001	I0013	11	9879838	12649281	1506.232631743656
FAM001_ID001	I0013	11	17001235	24108934	1506.232631743656
FAM001_ID001	I0013	11	24841760	47346723	1506.232631743656
FAM001_ID001	I0013	11	72483880	97879598	1506.232631743656
FAM001_ID001	I0013	11	99303812	125452313	1506.232631743656
FAM001_ID001	I0013	11	129477499	134203538	1506.232631743656
FAM001_ID001	I0013	12	2610538	8770580	1506.232631743656
FAM001_ID001	I0013	12	9487577	13712697	1506.232631743656
FAM001_ID001	I0013	12	14919862	40385118	1506.232631743656
FAM001_ID001	I0013	12	48978299	84384790	1506.232631743656
FAM001_ID001	I0013	12	91184749	101099302	1506.232631743656
FAM001_ID001	I0013	12	115082278	133465158	1506.232631743656
FAM001_ID001	I0013	13	19921106	43607143	1506.232631743656
FAM001_ID001	I0013	13	71842431	75990124	1506.232631743656
FAM001_ID001	I0013	13	80611140	112353163	1506.232631743656
FAM001_ID001	I0013	14	22389869	35853388	1506.232631743656
FAM001_ID001	I0013	14	49008124	86765446	1506.232631743656
FAM001_ID001	I0013	14	92156661	106291576	1506.232631743656
FAM001_ID001	I0013	15	26029193	29928756	1506.232631743656
FAM001_ID001	I0013	15	31393474	57635719	1506.232631743656
FAM001_ID001	I0013	15	59694273	65277438	1506.232631743656
FAM001_ID001	I0013	15	66411441	71777911	1506.232631743656
FAM001_ID001	I0013	15	72095711	80850492	1506.232631743656
FAM001_ID001	I0013	15	81445485	89683022	1506.232631743656
FAM001_ID001	I0013	15	92619501	97586630	1506.232631743656
FAM001_ID001	I0013	15	98032244	100633124	1506.232631743656
FAM001_ID001	I0013	16	873448	6214147	1506.232631743656
FAM001_ID001	I0013	16	6447771	18098613	1506.232631743656
FAM001_ID001	I0013	16	20440175	69053198	1506.232631743656
FAM001_ID001	I0013	16	71432417	82814003	1506.232631743656
FAM001_ID001	I0013	16	83168428	88379369	1506.232631743656
FAM001_ID001	I0013	17	6158470	49621122	1506.232631743656
FAM001_ID001	I0013	17	54167604	63914750	1506.232631743656
FAM001_ID001	I0013	17	65776113	80998229	1506.232631743656
FAM001_ID001	I0013	18	2921777	7370332	1506.232631743656
FAM001_ID001	I0013	18	9816271	51735711	1506.232631743656
FAM001_ID001	I0013	18	56210167	74396797	1506.232631743656
FAM001_ID001	I0013	18	74763875	78015180	1506.232631743656
FAM001_ID001	I0013	19	1796166	5745764	1506.232631743656
FAM001_ID001	I0013	19	7124986	18517767	1506.232631743656
FAM001_ID001	I0013	19	22092288	36283847	1506.232631743656
FAM001_ID001	I0013	19	39472103	50805138	1506.232631743656
FAM001_ID001	I0013	19	51642784	54116508	1506.232631743656
FAM001_ID001	I0013	19	54934308	59087479	1506.232631743656
FAM001_ID001	I0013	20	370150	2669100	1506.232631743656
FAM001_ID001	I0013	20	7959474	11257383	1506.232631743656
FAM001_ID001	I0013	20	12608070	17661305	1506.232631743656
FAM001_ID001	I0013	20	19646148	41374621	1506.232631743656
FAM001_ID001	I0013	20	44096036	50309602	1506.232631743656
FAM001_ID001	I0013	20	52628853	56098733	1506.232631743656
FAM001_ID001	I0013	20	56367949	59121456	1506.232631743656
FAM001_ID001	I0013	21	15596772	24415141	1506.232631743656
FAM001_ID001	I0013	21	28391938	48100155	1506.232631743656
FAM001_ID001	I0013	22	19950235	32857285	1506.232631743656
FAM001_ID001	I0013	22	34070821	42837007	1506.232631743656
FAM001_ID001	I0013	22	43648664	51148424	1506.232631743656
FAM001_ID001	I0411	1	3681831	8200690	1506.232631743656
FAM001_ID001	I0411	1	18874253	22737946	1506.232631743656
FAM001_ID001	I0411	1	35428428	43941927	1506.232631743656
FAM001_ID001	I0411	1	48003121	63452789	1506.232631743656
FAM001_ID001	I0411	1	96647642	104890559	1506.232631743656
FAM001_ID001	I0411	1	106647108	112103480	1506.232631743656
FAM001_ID001	I0411	1	119446710	147382550	1506.232631743656
FAM001_ID001	I0411	1	162007280	166832809	1506.232631743656
FAM001_ID001	I0411	1	210659966	217005218	1506.232631743656
FAM001_ID001	I0411	1	227697381	232948148	1506.232631743656
FAM001_ID001	I0411	1	233464877	236265665	1506.232631743656
FAM001_ID001	I0411	1	240303322	246586841	1506.232631743656
FAM001_ID001	I0411	2	5167107	10241915	1506.232631743656
FAM001_ID001	I0411	2	68997816	81086698	1506.232631743656
FAM001_ID001	I0411	2	107877680	115303050	1506.232631743656
FAM001_ID001	I0411	2	117405773	124148132	1506.232631743656
FAM001_ID001	I0411	2	129211017	134833871	1506.232631743656
FAM001_ID001	I0411	2	191974435	200313323	1506.232631743656
FAM001_ID001	I0411	2	220921082	227958469	1506.232631743656
FAM001_ID001	I0411	2	229241233	234221935	1506.232631743656
FAM001_ID001	I0411	2	235375794	239950995	1506.232631743656
FAM001_ID001	I0411	3	2080561	3958822	1506.232631743656
FAM001_ID001	I0411	3	5069843	7990011	1506.232631743656
FAM001_ID001	I0411	3	32119447	43695469	1506.232631743656
FAM001_ID001	I0411	3	70329458	74321141	1506.232631743656
FAM001_ID001	I0411	3	121767054	127707458	1506.232631743656
FAM001_ID001	I0411	3	134667748	157536488	1506.232631743656
FAM001_ID001	I0411	3	171041464	179472868	1506.232631743656
FAM001_ID001	I0411	3	184322950	190223505	1506.232631743656
FAM001_ID001	I0411	4	3067705	11767121	1506.232631743656
FAM001_ID001	I0411	4	15532864	34484035	1506.232631743656
FAM001_ID001	I0411	4	40658559	53879152	1506.232631743656
FAM001_ID001	I0411	4	61591391	72935286	1506.232631743656
FAM001_ID001	I0411	4	76780943	85380413	1506.232631743656
FAM001_ID001	I0411	4	118497403	129459625	1506.232631743656
FAM001_ID001	I0411	4	133635449	140969837	1506.232631743656
FAM001_ID001	I0411	4	146341972	167571068	1506.232631743656
FAM001_ID001	I0411	4	174062064	178146619	1506.232631743656
FAM001_ID001	I0411	4	181945567	186834369	1506.232631743656
FAM001_ID001	I0411	4	187199497	190897284	1506.232631743656
FAM001_ID001	I0411	5	1388625	5972299	1506.232631743656
FAM001_ID001	I0411	5	8591159	12443874	1506.232631743656
FAM001_ID001	I0411	5	66160891	71471713	1506.232631743656
FAM001_ID001	I0411	5	80508670	95324375	1506.232631743656
FAM001_ID001	I0411	5	97819367	110457983	1506.232631743656
FAM001_ID001	I0411	5	140232346	147177325	1506.232631743656
FAM001_ID001	I0411	5	160747987	169268191	1506.232631743656
FAM001_ID001	I0411	5	173852864	178270810	1506.232631743656
FAM001_ID001	I0411	6	972155	5737122	1506.232631743656
FAM001_ID001	I0411	6	21116900	24950829	1506.232631743656
FAM001_ID001	I0411	6	47312531	56202243	1506.232631743656
FAM001_ID001	I0411	6	109011327	130000228	1506.232631743656
FAM001_ID001	I0411	6	130941233	137452908	1506.232631743656
FAM001_ID001	I0411	6	148447884	157782935	1506.232631743656
FAM001_ID001	I0411	6	165180463	170909002	1506.232631743656
FAM001_ID001	I0411	7	7455117	10126162	1506.232631743656
FAM001_ID001	I0411	7	38613831	45251962	1506.232631743656
FAM001_ID001	I0411	7	70793712	77663180	1506.232631743656
FAM001_ID001	I0411	7	81296382	89564164	1506.232631743656
FAM001_ID001	I0411	7	98288283	106051417	1506.232631743656
FAM001_ID001	I0411	7	112276681	126827871	1506.232631743656
FAM001_ID001	I0411	7	129196392	137976205	1506.232631743656
FAM001_ID001	I0411	7	138766577	146910565	1506.232631743656
FAM001_ID001	I0411	7	150774308	156102061	1506.232631743656
FAM001_ID001	I0411	8	226670	3141219	1506.232631743656
FAM001_ID001	I0411	8	5555798	22950389	1506.232631743656
FAM001_ID001	I0411	8	24869436	53069000	1506.232631743656
FAM001_ID001	I0411	8	53579554	103808651	1506.232631743656
FAM001_ID001	I0411	8	105252879	120044829	1506.232631743656
FAM001_ID001	I0411	8	125859318	131553214	1506.232631743656
FAM001_ID001	I0411	8	136036846	146296414	1506.232631743656
FAM001_ID001	I0411	9	223332	17512138	1506.232631743656
FAM001_ID001	I0411	9	19740463	25938342	1506.232631743656
FAM001_ID001	I0411	9	27836571	107576656	1506.232631743656
FAM001_ID001	I0411	9	109291661	141027939	1506.232631743656
FAM001_ID001	I0411	10	394714	4085382	1506.232631743656
FAM001_ID001	I0411	10	5735648	17001204	1506.232631743656
FAM001_ID001	I0411	10	24636556	73509465	1506.232631743656
FAM001_ID001	I0411	10	84931493	114549196	1506.232631743656
FAM001_ID001	I0411	10	115856818	135053413	1506.232631743656
FAM001_ID001	I0411	11	9879838	12649281	1506.232631743656
FAM001_ID001	I0411	11	17001235	24108934	1506.232631743656
FAM001_ID001	I0411	11	24841760	47346723	1506.232631743656
FAM001_ID001	I0411	11	72483880	97879598	1506.232631743656
FAM001_ID001	I0411	11	99303812	125452313	1506.232631743656
FAM001_ID001	I0411	11	129477499	134203538	1506.232631743656
FAM001_ID001	I0411	12	2610538	8770580	1506.232631743656
FAM001_ID001	I0411	12	9487577	13712697	1506.232631743656
FAM001_ID001	I0411	12	14919862	40385118	1506.232631743656
FAM001_ID001	I0411	12	48978299	84384790	1506.232631743656
FAM001_ID001	I0411	12	91184749	101099302	1506.232631743656
FAM001_ID001	I0411	12	115082278	133465158	1506.232631743656
FAM001_ID001	I0411	13	19921106	43607143	1506.232631743656
FAM001_ID001	I0411	13	71842431	75990124	1506.232631743656
FAM001_ID001	I0411	13	80611140	112353163	1506.232631743656
FAM001_ID001	I0411	14	22389869	35853388	1506.232631743656
FAM001_ID001	I0411	14	49008124	86765446	1506.232631743656
FAM001_ID001	I0411	14	92156661	106291576	1506.232631743656
FAM001_ID001	I0411	15	26029193	29928756	1506.232631743656
FAM001_ID001	I0411	15	31393474	57635719	1506.232631743656
FAM001_ID001	I0411	15	59694273	65277438	1506.232631743656
FAM001_ID001	I0411	15	66411441	71777911	1506.232631743656
FAM001_ID001	I0411	15	72095711	80850492	1506.232631743656
FAM001_ID001	I0411	15	81445485	89683022	1506.232631743656
FAM001_ID001	I0411	15	92619501	97586630	1506.232631743656
FAM001_ID001	I0411	15	98032244	100633124	1506.232631743656
FAM001_ID001	I0411	16	873448	6214147	1506.232631743656
FAM001_ID001	I0411	16	6447771	18098613	1506.232631743656
FAM001_ID001	I0411	16	20440175	69053198	1506.232631743656
FAM001_ID001	I0411	16	71432417	82814003	1506.232631743656
FAM001_ID001	I0411	16	83168428	88379369	1506.232631743656
FAM001_ID001	I0411	17	6158470	49621122	1506.232631743656
FAM001_ID001	I0411	17	54167604	63914750	1506.232631743656
FAM001_ID001	I0411	17	65776113	80998229	1506.232631743656
FAM001_ID001	I0411	18	2921777	7370332	1506.232631743656
FAM001_ID001	I0411	18	9816271	51735711	1506.232631743656
FAM001_ID001	I0411	18	56210167	74396797	1506.232631743656
FAM001_ID001	I0411	18	74763875	78015180	1506.232631743656
FAM001_ID001	I0411	19	1796166	5745764	1506.232631743656
FAM001_ID001	I0411	19	7124986	18517767	1506.232631743656
FAM001_ID001	I0411	19	22092288	36283847	1506.232631743656
FAM001_ID001	I0411	19	39472103	50805138	1506.232631743656
FAM001_ID001	I0411	19	51642784	54116508	1506.232631743656
FAM001_ID001	I0411	19	54934308	59087479	1506.232631743656
FAM001_ID001	I0411	20	370150	2669100	1506.232631743656
FAM001_ID001	I0411	20	7959474	11257383	1506.232631743656
FAM001_ID001	I0411	20	12608070	17661305	1506.232631743656
FAM001_ID001	I0411	20	19646148	41374621	1506.232631743656
FAM001_ID001	I0411	20	44096036	50309602	1506.232631743656
FAM001_ID001	I0411	20	52628853	56098733	1506.232631743656
FAM001_ID001	I0411	20	56367949	59121456	1506.232631743656
FAM001_ID001	I0411	21	15596772	24415141	1506.232631743656
FAM001_ID001	I0411	21	28391938	48100155	1506.232631743656
FAM001_ID001	I0411	22	19950235	32857285	1506.232631743656
FAM001_ID001	I0411	22	34070821	42837007	1506.232631743656
FAM001_ID001	I0411	22	43648664	51148424	1506.232631743656
FAM001_ID001	I0235	1	1119858	8199263	795.1826572328581
FAM001_ID001	I0235	1	18734604	22579798	795.1826572328581
FAM001_ID001	I0235	1	23099818	30580449	795.1826572328581
FAM001_ID001	I0235	1	44548410	55833351	795.1826572328581
FAM001_ID001	I0235	1	58914980	75125581	795.1826572328581
FAM001_ID001	I0235	1	102271774	111741188	795.1826572328581
FAM001_ID001	I0235	1	119834771	147826658	795.1826572328581
FAM001_ID001	I0235	1	201394309	207190293	795.1826572328581
FAM001_ID001	I0235	1	234095334	236630700	795.1826572328581
FAM001_ID001	I0235	1	236934959	244199872	795.1826572328581
FAM001_ID001	I0235	2	18275738	23551770	795.1826572328581
FAM001_ID001	I0235	2	67722207	72361960	795.1826572328581
FAM001_ID001	I0235	2	126709851	135005832	795.1826572328581
FAM001_ID001	I0235	2	183562648	196286408	795.1826572328581
FAM001_ID001	I0235	2	205072783	214042434	795.1826572328581
FAM001_ID001	I0235	2	234709540	240463531	795.1826572328581
FAM001_ID001	I0235	3	6646026	10672963	795.1826572328581
FAM001_ID001	I0235	3	25548205	39734054	795.1826572328581
FAM001_ID001	I0235	3	67618856	76148360	795.1826572328581
FAM001_ID001	I0235	3	173022561	178105341	795.1826572328581
FAM001_ID001	I0235	4	3710982	5682189	795.1826572328581
FAM001_ID001	I0235	4	61914541	73543031	795.1826572328581
FAM001_ID001	I0235	4	84295261	90780902	795.1826572328581
FAM001_ID001	I0235	4	180820998	185331203	795.1826572328581
FAM001_ID001	I0235	5	3029868	6759714	795.1826572328581
FAM001_ID001	I0235	5	71695880	75952765	795.1826572328581
FAM001_ID001	I0235	5	161018271	167957554	795.1826572328581
FAM001_ID001	I0235	6	410848	6783708	795.1826572328581
FAM001_ID001	I0235	6	7560834	15027286	795.1826572328581
FAM001_ID001	I0235	6	153352474	157444914	795.1826572328581
FAM001_ID001	I0235	6	165342281	169021358	795.1826572328581
FAM001_ID001	I0235	7	97635841	106460430	795.1826572328581
FAM001_ID001	I0235	7	138794618	144747973	795.1826572328581
FAM001_ID001	I0235	7	154007342	155732792	795.1826572328581
FAM001_ID001	I0235	8	3872987	11853596	795.1826572328581
FAM001_ID001	I0235	8	23202245	40180752	795.1826572328581
FAM001_ID001	I0235	8	70376825	75825202	795.1826572328581
FAM001_ID001	I0235	8	96331853	114393054	795.1826572328581
FAM001_ID001	I0235	8	121003209	125582099	795.1826572328581
FAM001_ID001	I0235	8	126272685	129486391	795.1826572328581
FAM001_ID001	I0235	8	139082086	142424362	795.1826572328581
FAM001_ID001	I0235	9	7822486	11396601	795.1826572328581
FAM001_ID001	I0235	9	19605523	26552816	795.1826572328581
